Time,Channel_1,Channel_3,Channel_5,Channel_7,Channel_9
167554,-0.041,0.041,0.009,-0.026,0.013
167555,-0.041,0.031,0.011,-0.195,0.131
167556,-0.041,0.015,0.005,-0.148,0.043
167557,-0.042,0.005,0.01,-0.168,0.096
167558,-0.048,-0.01,0.006,-0.08,0.009
167559,-0.049,-0.003,0.011,-0.17,0.101
167560,-0.051,-0.009,0.004,-0.159,0.045
167561,-0.052,-0.006,0.012,-0.097,0.072
167562,-0.051,0.008,0.005,-0.153,0.054
167563,-0.049,0.035,0.011,-0.129,0.085
167564,-0.048,0.043,0.006,-0.126,0.04
167565,-0.046,0.039,0.008,-0.184,0.096
167566,-0.044,0.037,0.005,-0.192,0.064
167567,-0.038,0.043,0.01,-0.138,0.084
167568,-0.036,0.047,0.004,-0.267,0.106
167569,-0.034,0.05,0.01,-0.042,0.01
167570,-0.037,0.04,0.011,-0.06,0.047
167571,-0.036,0.038,0.011,-0.127,0.043
167572,-0.025,0.029,0.004,-0.237,0.092
167573,-0.028,0.026,0.011,-0.077,0.043
167574,-0.036,0.017,0.004,-0.231,0.094
167575,-0.043,0.025,0.011,-0.067,0.039
167576,-0.049,0.042,0.005,-0.2,0.087
167577,-0.057,0.044,0.01,-0.149,0.084
167578,-0.061,0.036,0.005,-0.125,0.028
167579,-0.051,0.025,0.01,-0.149,0.084
167580,-0.04,0.011,0.003,-0.225,0.077
167581,-0.035,0.0,0.011,-0.095,0.045
167582,-0.039,-0.0,0.006,-0.132,0.042
167583,-0.036,0.002,0.009,-0.187,0.1
167584,-0.035,0.025,0.005,-0.136,0.035
167585,-0.037,0.03,0.011,-0.135,0.079
167586,-0.031,0.032,0.006,-0.276,0.132
167587,-0.022,0.032,0.009,-0.095,0.021
167588,-0.023,0.026,0.012,-0.091,0.073
167589,-0.031,0.021,0.009,-0.242,0.091
167590,-0.034,0.023,0.006,-0.194,0.114
167591,-0.031,0.034,0.01,-0.172,0.104
167592,-0.036,0.049,0.006,-0.146,0.042
167593,-0.034,0.054,0.008,-0.201,0.106
167594,-0.03,0.036,0.009,-0.061,0.015
167595,-0.027,0.017,0.006,-0.192,0.088
167596,-0.02,0.018,0.011,-0.109,0.067
167597,-0.026,0.022,0.008,-0.264,0.136
167598,-0.032,0.027,0.007,-0.109,0.026
167599,-0.022,0.034,0.007,-0.202,0.116
167600,-0.021,0.033,0.003,-0.207,0.056
167601,-0.021,0.024,0.01,-0.068,0.037
167602,-0.026,0.023,0.003,-0.221,0.08
167603,-0.032,0.018,0.01,-0.084,0.051
167604,-0.033,0.014,0.005,-0.131,0.042
167605,-0.036,0.022,0.011,-0.083,0.008
167606,-0.038,0.029,0.01,-0.186,0.121
167607,-0.046,0.011,0.006,-0.134,0.039
167608,-0.049,-0.002,0.008,-0.194,0.104
167609,-0.045,0.002,0.008,-0.073,0.012
167610,-0.044,0.01,0.01,-0.059,0.036
167611,-0.046,0.02,0.012,-0.167,0.112
167612,-0.039,0.021,0.005,-0.209,0.085
167613,-0.035,0.021,0.012,-0.082,0.051
167614,-0.035,0.015,0.01,-0.23,0.096
167615,-0.034,0.01,0.005,-0.249,0.127
167616,-0.037,0.037,0.009,-0.142,0.058
167617,-0.064,0.039,0.008,-0.149,0.064
167618,-0.078,0.028,0.007,-0.168,0.058
167619,-0.049,0.027,0.009,-0.133,0.061
167620,-0.021,0.025,0.009,-0.115,0.076
167621,-0.02,0.023,0.005,-0.148,0.043
167622,-0.026,0.02,0.012,-0.131,0.079
167623,-0.024,0.007,0.005,-0.164,0.049
167624,-0.019,0.01,0.012,-0.056,0.044
167625,-0.023,0.012,0.005,-0.214,0.084
167626,-0.021,0.013,0.006,-0.06,-0.016
167627,-0.021,0.012,0.01,-0.133,0.072
167628,-0.025,-0.002,0.004,-0.124,0.033
167629,-0.03,-0.001,0.011,-0.156,0.095
167630,-0.027,0.001,0.005,-0.239,0.122
167631,-0.034,0.012,0.007,-0.059,0.002
167632,-0.033,0.025,0.009,-0.2,0.116
167633,-0.026,0.03,0.008,-0.242,0.126
167634,-0.034,0.033,0.009,-0.095,0.031
167635,-0.034,0.024,0.005,-0.196,0.087
167636,-0.032,0.013,0.01,-0.132,0.077
167637,-0.031,0.017,0.007,-0.103,0.026
167638,-0.033,0.021,0.012,-0.047,0.024
167639,-0.035,0.016,0.006,-0.224,0.104
167640,-0.038,0.013,0.004,-0.232,0.077
167641,-0.043,0.014,0.003,-0.125,0.072
167642,-0.044,0.029,0.011,-0.082,0.049
167643,-0.041,0.042,0.004,-0.198,0.075
167644,-0.034,0.046,0.011,-0.081,0.044
167645,-0.019,0.049,0.005,-0.179,0.061
167646,-0.018,0.049,0.012,-0.094,0.064
167647,-0.011,0.046,0.008,-0.223,0.126
167648,-0.015,0.035,0.01,-0.067,0.022
167649,-0.034,0.029,0.006,-0.203,0.1
167650,-0.04,0.033,0.004,-0.23,0.079
167651,-0.049,0.032,0.007,-0.062,-0.003
167652,-0.04,0.031,0.013,-0.108,0.087
167653,-0.033,0.046,0.01,-0.189,0.067
167654,-0.034,0.047,0.005,-0.131,0.04
167655,-0.049,0.051,0.008,-0.221,0.111
167656,-0.077,0.045,0.009,-0.093,0.04
167657,-0.056,0.047,0.009,-0.21,0.121
167658,-0.035,0.046,0.009,-0.066,0.022
167659,-0.025,0.04,0.013,-0.03,0.036
167660,-0.033,0.019,0.01,-0.189,0.118
167661,-0.049,0.019,0.006,-0.09,0.009
167662,-0.044,0.037,0.009,-0.17,0.089
167663,-0.045,0.046,0.011,-0.065,0.036
167664,-0.067,0.039,0.006,-0.21,0.099
167665,-0.074,0.042,0.006,-0.053,-0.017
167666,-0.047,0.042,0.009,-0.184,0.093
167667,-0.032,0.049,0.008,-0.054,0.005
167668,-0.033,0.038,0.011,-0.152,0.092
167669,-0.042,0.027,0.008,-0.099,0.037
167670,-0.04,0.029,0.01,-0.09,0.008
167671,-0.035,0.025,0.007,-0.228,0.113
167672,-0.034,0.01,0.004,-0.166,0.037
167673,-0.028,-0.006,0.01,-0.094,0.048
167674,-0.021,-0.012,0.007,-0.118,0.046
167675,-0.015,-0.02,0.007,-0.21,0.103
167676,-0.016,-0.016,0.009,-0.031,-0.002
167677,-0.013,-0.007,0.009,-0.193,0.117
167678,-0.021,-0.007,0.005,-0.122,0.032
167679,-0.025,-0.004,0.012,-0.09,0.06
167680,-0.022,0.001,0.01,-0.219,0.131
167681,-0.026,-0.006,0.007,-0.124,0.037
167682,-0.028,-0.007,0.009,-0.234,0.125
167683,-0.029,0.001,0.009,-0.061,0.056
167684,-0.032,0.012,0.005,-0.17,0.1
167685,-0.037,0.02,0.007,-0.123,0.045
167686,-0.037,0.017,0.011,-0.057,0.044
167687,-0.026,0.019,0.006,-0.218,0.103
167688,-0.024,0.024,0.01,-0.043,0.008
167689,-0.026,0.032,0.006,-0.22,0.095
167690,-0.03,0.043,0.004,-0.169,0.029
167691,-0.034,0.045,0.011,-0.082,0.052
167692,-0.04,0.05,0.005,-0.144,0.033
167693,-0.045,0.053,0.01,-0.158,0.098
167694,-0.051,0.051,0.006,-0.127,0.038
167695,-0.055,0.051,0.01,-0.162,0.094
167696,-0.056,0.045,0.009,-0.071,0.03
167697,-0.052,0.039,0.012,-0.101,0.062
167698,-0.036,0.044,0.01,-0.216,0.136
167699,-0.039,0.056,0.004,-0.143,0.034
167700,-0.038,0.058,0.007,-0.046,0.001
167701,-0.027,0.05,0.01,-0.199,0.118
167702,-0.026,0.035,0.006,-0.08,0.006
167703,-0.031,0.014,0.011,-0.162,0.096
167704,-0.034,0.006,0.005,-0.144,0.038
167705,-0.029,0.014,0.011,-0.147,0.088
167706,-0.029,0.014,0.006,-0.132,0.045
167707,-0.033,0.009,0.009,-0.217,0.123
167708,-0.026,-0.0,0.005,-0.251,0.127
167709,-0.023,0.003,0.011,-0.068,0.042
167710,-0.025,0.015,0.007,-0.214,0.119
167711,-0.031,0.02,0.004,-0.253,0.109
167712,-0.034,0.027,0.011,-0.05,0.028
167713,-0.031,0.039,0.011,-0.141,0.103
167714,-0.033,0.039,0.004,-0.13,0.026
167715,-0.049,0.048,0.006,-0.049,-0.013
167716,-0.041,0.053,0.011,-0.171,0.111
167717,-0.03,0.039,0.005,-0.16,0.05
167718,-0.011,0.028,0.011,-0.151,0.094
167719,-0.004,0.011,0.005,-0.157,0.048
167720,-0.023,0.014,0.008,-0.05,-0.009
167721,-0.031,0.009,0.01,-0.168,0.098
167722,-0.038,0.011,0.007,-0.085,0.026
167723,-0.048,0.009,0.007,-0.225,0.108
167724,-0.031,0.006,0.009,-0.05,0.016
167725,-0.038,0.005,0.014,-0.068,0.055
167726,-0.044,-0.003,0.006,-0.234,0.105
167727,-0.057,-0.004,0.011,-0.102,0.052
167728,-0.067,-0.002,0.004,-0.203,0.081
167729,-0.069,-0.002,0.011,-0.113,0.071
167730,-0.048,0.01,0.011,-0.156,0.102
167731,-0.042,0.029,0.004,-0.227,0.089
167732,-0.055,0.033,0.011,-0.078,0.045
167733,-0.075,0.025,0.01,-0.21,0.121
167734,-0.072,0.003,0.007,-0.246,0.111
167735,-0.054,-0.003,0.007,-0.073,0.019
167736,-0.016,-0.004,0.013,-0.047,0.019
167737,-0.013,-0.0,0.012,-0.088,0.081
167738,-0.016,0.007,0.005,-0.22,0.086
167739,-0.023,-0.009,0.011,-0.083,0.05
167740,-0.033,-0.009,0.01,-0.163,0.115
167741,-0.039,0.008,0.005,-0.165,0.053
167742,-0.034,0.021,0.01,-0.162,0.103
167743,-0.034,0.024,0.004,-0.242,0.075
167744,-0.027,0.016,0.011,-0.064,0.039
167745,-0.033,0.01,0.005,-0.229,0.084
167746,-0.05,0.01,0.011,-0.062,0.052
167747,-0.057,0.018,0.007,-0.181,0.051
167748,-0.052,0.027,0.007,-0.153,0.063
167749,-0.045,0.034,0.008,-0.16,0.05
167750,-0.031,0.032,0.008,-0.122,0.058
167751,-0.013,0.026,0.007,-0.18,0.081
167752,-0.018,0.026,0.01,-0.098,0.046
167753,-0.024,0.039,0.008,-0.253,0.143
167754,-0.022,0.048,0.004,-0.25,0.083
167755,-0.022,0.053,0.008,-0.05,-0.005
167756,-0.019,0.049,0.009,-0.218,0.121
167757,-0.027,0.047,0.007,-0.088,0.026
167758,-0.024,0.05,0.007,-0.214,0.107
167759,-0.028,0.046,0.01,-0.055,0.029
167760,-0.033,0.044,0.013,-0.043,0.028
167761,-0.04,0.038,0.007,-0.231,0.114
167762,-0.041,0.038,0.008,-0.041,0.003
167763,-0.035,0.04,0.008,-0.204,0.112
167764,-0.031,0.049,0.005,-0.276,0.122
167765,-0.03,0.045,0.005,-0.269,0.119
167766,-0.059,0.048,0.007,-0.094,0.01
167767,-0.052,0.056,0.009,-0.213,0.132
167768,-0.008,0.052,0.004,-0.243,0.122
167769,-0.006,0.044,0.004,-0.236,0.086
167770,-0.025,0.033,0.004,-0.158,0.037
167771,-0.037,0.026,0.01,-0.148,0.085
167772,-0.037,0.022,0.004,-0.145,0.031
167773,-0.037,0.024,0.004,-0.107,0.004
167774,-0.04,0.031,0.011,-0.106,0.058
167775,-0.044,0.033,0.006,-0.149,0.047
167776,-0.041,0.036,0.01,-0.04,0.021
167777,-0.041,0.044,0.005,-0.214,0.087
167778,-0.041,0.055,0.009,-0.029,0.009
167779,-0.042,0.04,0.006,-0.231,0.098
167780,-0.032,0.027,0.003,-0.139,0.089
167781,-0.024,0.022,0.005,-0.233,0.078
167782,-0.025,0.027,0.011,-0.085,0.05
167783,-0.038,0.024,0.005,-0.2,0.077
167784,-0.027,0.028,0.012,-0.096,0.06
167785,-0.027,0.028,0.005,-0.176,0.059
167786,-0.038,0.033,0.013,-0.064,0.038
167787,-0.024,0.042,0.006,-0.165,0.06
167788,-0.023,0.041,0.011,-0.148,0.094
167789,-0.024,0.039,0.007,-0.11,0.033
167790,-0.051,0.047,0.013,-0.085,0.065
167791,-0.027,0.048,0.004,-0.24,0.106
167792,-0.035,0.035,0.005,-0.086,-0.006
167793,-0.042,0.03,0.011,-0.018,0.008
167794,-0.028,0.036,0.009,-0.235,0.113
167795,-0.017,0.034,0.004,-0.219,0.134
167796,-0.018,0.029,0.008,-0.062,0.015
167797,-0.023,0.03,0.008,-0.219,0.12
167798,-0.024,0.031,0.007,-0.054,-0.003
167799,-0.021,0.036,0.008,-0.031,-0.01
167800,-0.021,0.04,0.009,-0.046,0.015
167801,-0.018,0.034,0.007,-0.247,0.131
167802,-0.027,0.03,0.009,-0.062,0.003
167803,-0.028,0.032,0.006,-0.207,0.102
167804,-0.023,0.045,0.004,-0.176,0.03
167805,-0.026,0.057,0.006,-0.025,0.001
167806,-0.029,0.044,0.011,-0.082,0.0
167807,-0.036,0.027,0.011,-0.183,0.108
167808,-0.042,0.009,0.004,-0.164,0.045
167809,-0.042,0.008,0.012,-0.091,0.059
167810,-0.047,0.01,0.012,-0.116,0.078
167811,-0.042,0.016,0.006,-0.198,0.078
167812,-0.034,0.018,0.009,-0.115,0.058
167813,-0.031,0.015,0.009,-0.145,0.079
167814,-0.032,-0.003,0.009,-0.105,0.054
167815,-0.029,-0.016,0.009,-0.108,0.048
167816,-0.023,-0.009,0.006,-0.132,0.019
167817,-0.028,-0.005,0.01,-0.216,0.135
167818,-0.028,-0.008,0.005,-0.149,0.032
167819,-0.035,-0.004,0.012,-0.098,0.069
167820,-0.033,0.015,0.01,-0.186,0.069
167821,-0.027,0.024,0.005,-0.206,0.087
167822,-0.028,0.023,0.012,-0.102,0.06
167823,-0.037,0.039,0.004,-0.225,0.092
167824,-0.032,0.043,0.011,-0.037,0.014
167825,-0.021,0.024,0.007,-0.257,0.131
167826,-0.017,0.001,0.005,-0.12,0.03
167827,-0.015,-0.002,0.011,-0.123,0.073
167828,-0.019,-0.001,0.006,-0.125,0.037
167829,-0.022,-0.001,0.011,-0.157,0.097
167830,-0.035,0.003,0.011,-0.168,0.114
167831,-0.047,0.003,0.008,-0.256,0.13
167832,-0.041,-0.001,0.006,-0.089,0.02
167833,-0.039,0.0,0.01,-0.026,-0.008
167834,-0.036,-0.0,0.011,-0.184,0.113
167835,-0.026,-0.006,0.004,-0.156,0.039
167836,-0.02,-0.014,0.012,-0.107,0.069
167837,-0.024,-0.019,0.011,-0.134,0.091
167838,-0.031,-0.011,0.004,-0.204,0.08
167839,-0.033,-0.007,0.011,-0.049,0.022
167840,-0.031,0.004,0.011,-0.07,0.058
167841,-0.032,0.02,0.006,-0.216,0.103
167842,-0.028,0.022,0.011,-0.027,0.004
167843,-0.025,0.019,0.008,-0.228,0.131
167844,-0.023,0.018,0.007,-0.109,0.032
167845,-0.026,0.014,0.012,-0.091,0.081
167846,-0.027,0.01,0.005,-0.211,0.08
167847,-0.027,0.011,0.011,-0.1,0.067
167848,-0.025,0.015,0.006,-0.099,0.018
167849,-0.024,0.02,0.009,-0.181,0.103
167850,-0.023,0.027,0.005,-0.232,0.112
167851,-0.038,0.028,0.01,-0.044,0.002
167852,-0.056,0.026,0.01,-0.198,0.113
167853,-0.048,0.02,0.006,-0.109,0.028
167854,-0.035,0.023,0.011,-0.158,0.098
167855,-0.031,0.024,0.004,-0.189,0.063
167856,-0.021,0.016,0.011,-0.123,0.069
167857,0.003,0.008,0.007,-0.108,0.024
167858,-0.018,0.013,0.01,-0.185,0.115
167859,-0.019,0.014,0.005,-0.124,0.023
167860,-0.018,0.005,0.012,-0.062,0.034
167861,-0.024,-0.02,0.005,-0.22,0.092
167862,-0.029,-0.024,0.01,-0.117,0.063
167863,-0.024,-0.002,0.005,-0.157,0.055
167864,-0.021,0.028,0.01,-0.156,0.083
167865,-0.03,0.043,0.007,-0.097,0.018
167866,-0.024,0.054,0.009,-0.181,0.101
167867,-0.027,0.048,0.01,-0.099,0.046
167868,-0.028,0.043,0.005,-0.212,0.089
167869,-0.025,0.043,0.012,-0.086,0.056
167870,-0.027,0.047,0.011,-0.191,0.121
167871,-0.027,0.028,0.004,-0.239,0.093
167872,-0.024,0.019,0.007,-0.174,0.043
167873,-0.03,0.02,0.012,-0.126,0.085
167874,-0.033,0.016,0.005,-0.189,0.061
167875,-0.035,0.02,0.012,-0.096,0.065
167876,-0.041,0.027,0.005,-0.18,0.067
167877,-0.046,0.05,0.005,-0.12,0.025
167878,-0.048,0.048,0.008,-0.066,0.024
167879,-0.039,0.043,0.009,-0.229,0.127
167880,-0.042,0.045,0.004,-0.114,0.092
167881,-0.063,0.032,0.009,-0.159,0.078
167882,-0.078,0.014,0.01,-0.155,0.077
167883,-0.077,0.008,0.01,-0.077,0.041
167884,-0.056,0.007,0.006,-0.217,0.106
167885,-0.049,0.011,0.003,-0.15,0.027
167886,-0.046,0.017,0.004,-0.133,0.021
167887,-0.042,0.037,0.012,-0.084,0.05
167888,-0.037,0.057,0.005,-0.252,0.11
167889,-0.039,0.062,0.009,-0.069,0.015
167890,-0.045,0.068,0.012,-0.143,0.107
167891,-0.037,0.061,0.005,-0.209,0.069
167892,-0.02,0.043,0.007,-0.008,0.016
167893,-0.012,0.019,0.011,-0.177,0.112
167894,-0.017,0.01,0.005,-0.252,0.126
167895,-0.03,0.013,0.009,-0.051,-0.002
167896,-0.028,0.017,0.012,-0.133,0.08
167897,-0.032,0.014,0.007,-0.121,0.032
167898,-0.038,0.017,0.008,-0.212,0.114
167899,-0.044,0.025,0.008,-0.06,0.004
167900,-0.047,0.029,0.007,-0.052,0.015
167901,-0.042,0.033,0.008,-0.212,0.109
167902,-0.03,0.036,0.01,-0.091,0.045
167903,-0.025,0.033,0.005,-0.176,0.064
167904,-0.021,0.041,0.011,-0.086,0.055
167905,-0.021,0.042,0.005,-0.189,0.069
167906,-0.027,0.034,0.011,-0.096,0.068
167907,-0.032,0.022,0.005,-0.277,0.117
167908,-0.034,0.018,0.007,-0.095,0.02
167909,-0.033,0.027,0.009,-0.177,0.102
167910,-0.029,0.034,0.005,-0.244,0.12
167911,-0.014,0.028,0.01,-0.074,0.024
167912,-0.019,0.017,0.008,-0.249,0.131
167913,-0.031,0.006,0.007,-0.078,0.012
167914,-0.028,0.016,0.009,-0.177,0.103
167915,-0.032,-0.009,0.009,-0.059,0.014
167916,-0.034,-0.012,0.007,-0.208,0.11
167917,-0.036,0.009,0.01,-0.046,0.012
167918,-0.04,0.02,0.012,-0.074,0.059
167919,-0.037,0.019,0.006,-0.188,0.077
167920,-0.038,0.028,0.006,-0.05,-0.013
167921,-0.036,0.042,0.011,-0.127,0.081
167922,-0.031,0.051,0.009,-0.237,0.113
167923,-0.031,0.049,0.004,-0.178,0.061
167924,-0.035,0.044,0.008,-0.138,0.026
167925,-0.047,0.041,0.011,-0.139,0.079
167926,-0.042,0.039,0.004,-0.16,0.049
167927,-0.03,0.038,0.011,-0.072,0.044
167928,-0.027,0.035,0.005,-0.167,0.058
167929,-0.026,0.022,0.011,-0.076,0.042
167930,-0.03,0.017,0.012,-0.112,0.082
167931,-0.02,0.017,0.008,-0.244,0.127
167932,-0.008,0.017,0.006,-0.058,-0.003
167933,0.003,0.028,0.013,-0.064,0.055
167934,0.002,0.036,0.006,-0.237,0.103
167935,-0.004,0.036,0.011,-0.047,0.017
167936,-0.005,0.034,0.006,-0.237,0.11
167937,-0.002,0.029,0.003,-0.147,0.091
167938,-0.008,0.029,0.005,-0.207,0.066
167939,-0.047,0.028,0.012,-0.026,0.018
167940,-0.051,0.025,0.01,-0.042,0.028
167941,-0.049,0.023,0.008,-0.243,0.135
167942,-0.052,0.024,0.005,-0.145,0.04
167943,-0.053,0.028,0.009,-0.119,0.054
167944,-0.059,0.037,0.007,-0.105,0.015
167945,-0.06,0.035,0.009,-0.164,0.11
167946,-0.056,0.027,0.006,-0.034,-0.014
167947,-0.055,0.031,0.009,-0.224,0.068
167948,-0.051,0.032,0.006,-0.105,0.014
167949,-0.058,0.03,0.012,-0.06,0.007
167950,-0.06,0.028,0.008,-0.026,-0.002
167951,-0.062,0.03,0.011,-0.137,0.093
167952,-0.051,0.033,0.006,-0.124,0.034
167953,-0.038,0.022,0.01,-0.178,0.1
167954,-0.037,0.018,0.005,-0.124,0.027
167955,-0.035,0.011,0.009,-0.024,-0.014
167956,-0.033,0.004,0.008,-0.219,0.117
167957,-0.04,-0.001,0.01,-0.068,0.033
167958,-0.053,0.004,0.012,-0.122,0.04
167959,-0.053,0.013,0.005,-0.231,0.109
167960,-0.049,0.014,0.006,-0.216,0.079
167961,-0.046,0.007,0.004,-0.164,0.035
167962,-0.042,0.006,0.011,-0.078,0.051
167963,-0.036,0.006,0.005,-0.225,0.094
167964,-0.038,0.004,0.011,-0.106,0.062
167965,-0.035,0.008,0.004,-0.153,0.044
167966,-0.04,0.009,0.012,-0.041,0.027
167967,-0.036,0.006,0.012,-0.092,0.066
167968,-0.029,0.015,0.01,-0.232,0.137
167969,-0.035,0.023,0.004,-0.177,0.052
167970,-0.036,0.028,0.006,-0.085,0.062
167971,-0.038,0.025,0.012,-0.108,0.075
167972,-0.044,0.028,0.011,-0.104,0.083
167973,-0.049,0.035,0.007,-0.232,0.12
167974,-0.046,0.046,0.009,-0.042,-0.001
167975,-0.042,0.05,0.011,-0.179,0.105
167976,-0.038,0.036,0.005,-0.152,0.041
167977,-0.029,0.028,0.012,-0.078,0.056
167978,-0.022,0.016,0.005,-0.23,0.103
167979,-0.024,0.002,0.004,-0.082,-0.011
167980,-0.029,-0.001,0.005,-0.076,-0.013
167981,-0.03,0.006,0.007,-0.035,-0.016
167982,-0.032,0.02,0.012,-0.136,0.077
167983,-0.034,0.012,0.003,-0.202,0.068
167984,-0.034,0.009,0.011,-0.036,0.017
167985,-0.026,0.012,0.008,-0.256,0.133
167986,-0.024,0.005,0.006,-0.112,0.028
167987,-0.03,0.004,0.008,-0.035,-0.004
167988,-0.029,0.001,0.009,-0.204,0.119
167989,-0.027,0.004,0.007,-0.083,0.013
167990,-0.022,0.004,0.006,-0.05,0.002
167991,-0.024,0.005,0.009,-0.019,-0.011
167992,-0.026,0.016,0.01,-0.027,0.01
167993,-0.025,0.014,0.009,-0.202,0.106
167994,-0.036,0.012,0.009,-0.051,0.011
167995,-0.04,0.01,0.012,-0.056,-0.003
167996,-0.039,0.01,0.009,-0.209,0.122
167997,-0.03,0.012,0.005,-0.253,0.123
167998,-0.033,0.015,0.009,-0.044,0.003
167999,-0.029,0.021,0.012,-0.154,0.101
168000,-0.027,0.027,0.011,-0.085,0.068
168001,-0.025,0.019,0.006,-0.214,0.105
168002,-0.028,0.01,0.011,-0.075,0.041
168003,-0.026,0.002,0.005,-0.209,0.078
168004,-0.029,0.008,0.011,-0.054,0.026
168005,-0.029,0.026,0.012,-0.177,0.121
168006,-0.031,0.044,0.007,-0.256,0.129
168007,-0.028,0.049,0.008,-0.069,0.009
168008,-0.032,0.058,0.01,-0.217,0.109
168009,-0.038,0.047,0.01,-0.141,0.072
168010,-0.034,0.028,0.004,-0.205,0.091
168011,-0.024,0.017,0.008,-0.21,0.087
168012,-0.024,0.013,0.009,-0.128,0.073
168013,-0.037,0.016,0.006,-0.183,0.07
168014,-0.032,0.015,0.004,-0.129,0.014
168015,-0.029,0.02,0.012,-0.03,0.024
168016,-0.017,0.021,0.012,-0.078,0.007
168017,-0.009,0.014,0.012,-0.181,0.116
168018,-0.014,0.014,0.006,-0.286,0.145
168019,-0.018,0.016,0.004,-0.179,0.045
168020,-0.026,0.012,0.004,-0.231,0.083
168021,-0.032,0.009,0.009,-0.043,-0.0
168022,-0.028,0.01,0.011,-0.189,0.118
168023,-0.032,0.015,0.003,-0.246,0.1
168024,-0.027,0.021,0.009,-0.038,-0.003
168025,-0.029,0.029,0.007,-0.05,-0.004
168026,-0.033,0.034,0.012,-0.017,0.008
168027,-0.027,0.025,0.006,-0.223,0.11
168028,-0.022,0.012,0.009,-0.052,0.01
168029,-0.027,-0.0,0.007,-0.225,0.116
168030,-0.027,-0.01,0.004,-0.254,0.077
168031,-0.045,0.004,0.005,-0.286,0.136
168032,-0.049,0.004,0.006,-0.115,0.031
168033,-0.046,0.008,0.012,-0.138,0.088
168034,-0.043,0.014,0.003,-0.237,0.092
168035,-0.036,0.02,0.008,-0.028,-0.016
168036,-0.032,0.025,0.013,-0.061,0.048
168037,-0.022,0.026,0.006,-0.258,0.125
168038,-0.028,0.033,0.008,-0.044,-0.0
168039,-0.027,0.036,0.008,-0.032,-0.002
168040,-0.021,0.027,0.006,-0.072,-0.003
168041,-0.015,0.031,0.012,-0.075,0.049
168042,-0.002,0.037,0.004,-0.239,0.092
168043,-0.012,0.037,0.008,-0.035,-0.013
168044,-0.051,0.031,0.013,-0.086,0.062
168045,-0.068,0.02,0.005,-0.236,0.093
168046,-0.04,0.023,0.009,-0.034,0.006
168047,-0.024,0.02,0.008,-0.223,0.126
168048,-0.025,0.016,0.002,-0.2,0.066
168049,-0.026,0.024,0.01,-0.024,0.005
168050,-0.03,0.03,0.012,-0.046,-0.004
168051,-0.037,0.03,0.012,-0.143,0.1
168052,-0.03,0.021,0.004,-0.22,0.094
168053,-0.03,0.026,0.011,-0.026,0.006
168054,-0.025,0.014,0.01,-0.198,0.121
168055,-0.024,0.019,0.003,-0.195,0.069
168056,-0.038,0.02,0.006,-0.066,-0.006
168057,-0.037,0.018,0.012,-0.097,0.059
168058,-0.031,0.07,0.006,-0.244,0.117
168059,-0.025,0.118,0.007,-0.076,0.003
168060,-0.019,0.146,0.005,-0.113,0.025
168061,-0.02,0.149,0.011,-0.043,0.022
168062,-0.016,0.137,0.006,-0.261,0.134
168063,-0.015,0.113,0.008,-0.068,0.005
168064,-0.021,0.07,0.01,-0.2,0.113
168065,-0.028,0.011,0.006,-0.087,0.011
168066,-0.027,0.001,0.012,-0.142,0.089
168067,-0.024,0.025,0.004,-0.142,0.042
168068,-0.029,0.051,0.013,-0.08,0.062
168069,-0.023,0.076,0.005,-0.218,0.088
168070,-0.023,0.079,0.006,-0.256,0.11
168071,-0.027,0.067,0.006,-0.077,0.005
168072,-0.026,0.047,0.005,-0.067,-0.007
168073,-0.025,0.04,0.012,-0.004,-0.001
168074,-0.026,0.034,0.009,-0.112,0.07
168075,-0.017,0.015,0.009,-0.126,0.072
168076,-0.018,0.008,0.004,-0.163,0.015
168077,-0.035,0.007,0.011,-0.126,0.046
168078,-0.044,0.016,0.005,-0.179,0.097
168079,-0.049,0.021,0.01,-0.111,0.011
168080,-0.044,0.017,0.004,-0.167,0.038
168081,-0.049,0.022,0.011,-0.036,0.017
168082,-0.046,0.024,0.008,-0.236,0.129
168083,-0.048,0.016,0.007,-0.086,0.014
168084,-0.043,0.016,0.011,-0.165,0.103
168085,-0.04,0.015,0.004,-0.261,0.116
168086,-0.048,0.009,0.003,-0.216,0.061
168087,-0.044,0.006,0.008,-0.04,-0.002
168088,-0.036,0.009,0.011,-0.167,0.117
168089,-0.03,0.013,0.005,-0.143,0.033
168090,-0.033,0.021,0.008,-0.032,0.013
168091,-0.032,0.03,0.011,-0.156,0.101
168092,-0.028,0.027,0.011,-0.094,0.079
168093,-0.023,0.025,0.011,-0.044,0.026
168094,-0.014,0.025,0.012,-0.028,0.031
168095,-0.017,0.036,0.007,-0.053,0.001
168096,-0.021,0.037,0.006,-0.046,0.03
168097,-0.016,0.034,0.013,-0.057,0.044
168098,-0.02,0.028,0.004,-0.231,0.099
168099,-0.028,0.026,0.01,-0.023,-0.004
168100,-0.029,0.038,0.012,-0.062,0.007
168101,-0.035,0.041,0.012,-0.132,0.091
168102,-0.044,0.036,0.005,-0.208,0.088
168103,-0.047,0.039,0.011,-0.103,0.068
168104,-0.045,0.041,0.004,-0.21,0.076
168105,-0.046,0.042,0.012,-0.038,0.019
168106,-0.037,0.042,0.005,-0.129,0.048
168107,-0.008,0.049,0.012,-0.084,0.055
168108,0.001,0.037,0.011,-0.116,0.067
